symbol,concept,contexts,types
south,homeOfPollution,bambaran,Simulation
south,materiality,generalOrUnknown,AssociationSimulation
south,midday,generalOrUnknown,Simulation
south,orionSBelt,dogon,AssociationSimulation
south,particularlyTheEpistles,christian,AssociationSimulation
south,regionOfAmset,egyptian,Simulation
south,spiritualLight,generalOrUnknown,Simulation
south,theInfernalRegions,generalOrUnknown,Simulation
south,theSouthWallOfAChurchWasOftenDedicatedToDefendersOfTheFaith,christian,Simulation
south,thorns,mexicanIndian,AssociationSimulation
south,toFaceSouthWasToSpeakWithTheAuthorityOfTheGods,generalOrUnknown,Simulation
sower,octoberOrNovemberPersonified,generalOrUnknown,Simulation
spain,bragging,generalOrUnknown,AssociationSimulation
sparrowHawk,sharpVision,generalOrUnknown,Simulation
sparrowHawk,theBirdOfHorus,egyptian,Simulation
speakingInTongues,possessionByTheHolySpirit,christian,Simulation
spearmint,warmthOfSentiment,flowerLanguage,Simulation
spearWithPillar,constancyPersonified,generalOrUnknown,AttributeSimulation
speedwell,femaleFidelity,flowerLanguage,Simulation
spider,continuousSacrifice,generalOrUnknown,Simulation
spider,despairAndHope,generalOrUnknown,Simulation
spider,targatis,sumeroSemitic,AttributeSimulation
spider,theDevilEnsnaringSinners,christian,Simulation
spider,theGreedyBleedingThePoor,christian,Simulation
spider,theMeansAndSupportOfSpiritualSelfRealization,hindu,Simulation
spider,theSoulOfAnOrdinaryPerson,montagnard,Simulation
spider,windAndThunder,amerindian,Simulation
soup,comfort,generalOrUnknown,Simulation
soup,healing,generalOrUnknown,Simulation
south,plants,bambaran,AssociationSimulation
south,rabbits,mexicanIndian,AssociationSimulation
south,ratnasambhava,buddhist,AssociationSimulation
south,theFullMoon,generalOrUnknown,Simulation
south,theLowerSelf,generalOrUnknown,AssociationSimulation
south,theMidDaySun,mexicanIndian,AssociationSimulation
south,theNewTestament,christian,AssociationSimulation
southAsianRiverDolphin,india,generalOrUnknown,Simulation
southAsianRiverDolphin,pakistan,generalOrUnknown,Simulation
southern,spring,european,Simulation
southwest,theArchangelAzrael,generalOrUnknown,AssociationSimulation
sowerOfDragonSTeeth,cadmus,greek,Simulation
sowWithPiglets,nut,egyptian,Simulation
spain,thievery,roman,AssociationSimulation
spanishJasmine,sensuality,flowerLanguage,Simulation
spearmint,severity,generalOrUnknown,Simulation
spearWithBuilderSSquareArrowsOrBook,stThomas,christian,AttributeSimulation
spearWithInvertedCrossAndOrFullerSBat,stJude,christian,AttributeSimulation
spearWithPatriarchalCrossOrTauCrossAndLongStaff,stPhilip,christian,AttributeSimulation
spearWithVShapedFrame,stAndrew,christian,AttributeSimulation
speckles,theCenter,pueblo,AssociationSimulation
speckles,theWordOfGod,jewish,Simulation
spider,harmonia,grecoRoman,AttributeSimulation
spider,industriousness,generalOrUnknown,Simulation
spider,repulsiveSex,generalOrUnknown,Simulation
spider,theNorns,norse,Simulation
spider,theSoulFreedFromTheBody,uralAltaic,Simulation
spider,holda,norse,Simulation
soul,aspiration,generalOrUnknown,Simulation
soul,reason,generalOrUnknown,Simulation
south,darkness,egyptian,Simulation
south,escape,generalOrUnknown,Simulation
south,failure,generalOrUnknown,Simulation
south,fire,mexicanIndian @ mongolian @ tungun,AssociationSimulation
south,hell,egyptian,Simulation
south,light,generalOrUnknown,Simulation
south,marsPlanet,generalOrUnknown,AssociationSimulation
south,night,indic,AssociationSimulation
south,summer,generalOrUnknown,Simulation
south,sun,generalOrUnknown,Simulation
south,theArchangelZadkiel,generalOrUnknown,AssociationSimulation
south,theFeminine,egyptian @ indic,AssociationSimulation @ Simulation
south,warmth,generalOrUnknown,Simulation
south,youth,generalOrUnknown,Simulation
spain,theUnderworld,celtic @ greek,AssociationSimulation
sparrowHawk,apollo,grecoRoman,AssociationSimulation
sparrowHawk,jealousy,generalOrUnknown,Simulation
sparrowHawk,osiris,egyptian,AssociationSimulation
sparrowHawk,theArchangelMichael,generalOrUnknown,AssociationSimulation
sweat,anxiety,generalOrUnknown,Simulation
sweetWilliam,aSmile,flowerLanguage,Simulation
swordWithAWaveShapedBlade,aSwimmingDragon,chinese,Simulation
syringa,carolinaSyringaDisappointment,flowerLanguage,Simulation
tabernacle,abodeOfShekinah,jewish,Simulation
swanEmbracingAYoungGirl,zeusAndLeda,grecoRoman,Simulation
swanWithAGoldOrSilverChainAroundItsNeck,aDivinity,celtic,Simulation
swastikaInACircleOrTriangle,cosmicHarmony,generalOrUnknown,Simulation
swastikaOnATriangle,theFeminineGenerativePowerOfAstarte,sumerosemitic @ sumeroSemitic,Simulation
swastikaSurmountedByThreeCircles,theThreeJewelsOfRightBelief,jainism,Simulation
sweetChestnut,doMeJustice,flowerLanguage,Simulation
sweetPea,delicatePleasures,flowerLanguage,Simulation
sweetPea,departure,flowerLanguage,Simulation
sweetSultan,supremeHappiness,flowerLanguage,Simulation
swimmingTheThames,metaphorForConvertingToAnglicanism,generalOrUnknown,Simulation
swimmingTheTiber,metaphorForConvertingToRomanCatholicism,generalOrUnknown,Simulation
swordAndCloak,stMartin,christian,AttributeSimulation
swordAndScabbard,conjunctionOfTheMasculineAndFemininePrinciples,generalOrUnknown,Simulation
swordAtTheFeet,stPantalon,christian,AttributeSimulation
swordBehindABook,stPaulTheBookIsUsuallyInscribedSpiritusGladius,christian,AttributeSimulation
swordDancesMorrisDances,sympatheticMagicToHelpTheSunInItsCourse,generalOrUnknown,Simulation
swordLily,theSorrowOfTheVirginMary,christian,Simulation
swordOfferedToAPlowmanByARomanSoldier,thePlowmanIsCincinnatus,roman,Simulation
swordOnOneSideSwordOnTheOtherInArt,innocenceAndGuiltRespectively,christian,Simulation
swordPiercingABook,stBonifaceUsuallyShownAsABishop,christian,AttributeSimulation
swordPiercingASkullOrHand,stThomasBecketUsuallyShownAsABishop,christian,AttributeSimulation
swordPiercingAWomanSBosomWithALionPresent,stEuphemia,christian,Simulation
swordPiercingAWomanSNeck,stLucia,christian,Simulation
swordSuit,discernmentAndTheMetingOutOfJustice,generalOrUnknown,Simulation
swordThroughTheHeadOrHand,stPeterMartyrUsuallyShownAsAMonk,christian,AttributeSimulation
swordThroughTheThroatOrBreast,stJustinaOfPadua,christian,AttributeSimulation
swordThrownIntoABalancePan,brennus,gallic,AssociationSimulation
synagogue,jewry,generalOrUnknown,Simulation
synagogue,theOldTestamentPersonified,generalOrUnknown,Simulation
synagogueOfSatan,unperfectedAspectsOfTheSelf,christian,Simulation
syrianMallow,consumedByLove,flowerLanguage,Simulation
tabernacle,theRealPresence,christian,Simulation
swallowNestingOnAHouse,prosperity,chinese,Simulation
swallowNestingOnAHouse,success,chinese,Simulation
swallowSong,loneliness,persian,Simulation
swallowSong,separation,persian,Simulation
swampMagnolia,perseverance,flowerLanguage,Simulation
swanBody,feminine,generalOrUnknown,Simulation
swanEmbracingAYoungGirl,respectively,grecoRoman,Simulation
swanNeck,masculine,generalOrUnknown,Simulation
swanNeck,phallus,generalOrUnknown,Simulation
swarmOfBees,misfortune,roman,Simulation
swastikasInABorder,perpetuity,chinese,Simulation
swastikasInABorder,theTenThousandThings,chinese,Simulation
swastikaSurmountedByACrescent,theStateOfLiberation,jainism,Simulation
swastikaSurmountedByCrescent,theStateOfLiberation,jainism,Simulation
sweat,venerealDisease,generalOrUnknown,Simulation
sweatingImage,omenOfDanger,generalOrUnknown,Simulation
sweatOnTheFace,falsity,generalOrUnknown,Simulation
sweatOnTheFace,illusion,generalOrUnknown,Simulation
swedish,war,generalOrUnknown,AssociationSimulation
sweetBasil,goodWishes,flowerLanguage,Simulation
sweetScabious,widowhood,flowerLanguage,Simulation
sweetSultan,felicity,flowerLanguage,Simulation
sweetWilliam,finesse,flowerLanguage,Simulation
sweetWilliam,gallantry,flowerLanguage,Simulation
swiftness,indicatesAnAdvancedSpiritualState,generalOrUnknown,Simulation
swineInAPalace,circe,grecoRoman,AssociationSimulation
swordAndBookOfferedToASleepingSoldier,scipio,roman,Simulation
swordAndBrokenLance,stGeorgeOfCappadocia,christian,AttributeSimulation
swordAndChildren,charity,generalOrUnknown,Simulation
swordAndPalm,martyrdom,christian,Simulation
swordAndPilgrimSStaffCrossedOrSwordWithAScallopShell,stJamesTheGreat,christian,AttributeSimulation
swordAndSandalsUnderARock,theseus,greek,AssociationSimulation
swordAndSandalUnderARock,theseus,grecoRoman,AssociationSimulation
swordAndScabbardCrossed,stPaul,christian,AttributeSimulation
swordAndStaff,thePassionOfChrist,christian,Simulation
swordAndTorchCrossed,thePassionOfChrist,christian,Simulation
swordAndTrumpet,joshua,jewish,AssociationSimulation
swordAndWaterPitcher,levi,jewish,AssociationSimulation
swordHangingOverWalledCityJerusalem,zephaniah,jewish,AssociationSimulation
swordHeldByThePoint,stMatthias,christian,AttributeSimulation
swordOnABook,stMatthias,christian,AttributeSimulation
swordOrKnifeInTheHeadOrJustAHeadWound,stPeterMartyr,christian,AttributeSimulation
swordWithAnAnvil,stAdrian,christian,AttributeSimulation
swordWithBalancesScales,justice,generalOrUnknown,Simulation
swordWithSerpentTwinedAroundIt,stPaul,christian,AttributeSimulation
sycamore,curiosity,generalOrUnknown,Simulation
sycamore,variety,generalOrUnknown,Simulation
syrianMallow,persuasion,flowerLanguage,Simulation
syringa,memory,flowerLanguage,Simulation
sweat,sin,generalOrUnknown,Simulation
sweat,toil,generalOrUnknown,Simulation
swiftness,energy,generalOrUnknown,Simulation
swiftness,intelligence,generalOrUnknown,Simulation
sycamore,abundance,generalOrUnknown,Simulation
sycamore,endurance,generalOrUnknown,Simulation
sycamore,growth,generalOrUnknown,Simulation
sycamore,love,generalOrUnknown,Simulation
sycamore,persistence,generalOrUnknown,Simulation
sycamore,strength,generalOrUnknown,Simulation
sycamore,wisdom,generalOrUnknown,Simulation
synagogue,judaism,generalOrUnknown,Simulation
tabernacle,theBody,generalOrUnknown,Simulation
satyr,lust,grecoRoman,Simulation
satyr,lustPersonified,grecoRoman,AttributeSimulation
satyr,panFaunus,grecoRoman,AssociationSimulation
satyr,silvanus,grecoRoman,AssociationSimulation
satyr,untamedNature,grecoRoman,Simulation
snapdragonTea,sorcery,greek,ProtectionSimulation
swastikaOverADoor,fire,generalOrUnknown,ProtectionSimulation
solarWheel,theSun,generalOrUnknown,Simulation
solarWheel,warGods,sumeroSemitic,AttributeSimulation
solomonKing,justice,generalOrUnknown,Simulation
sorrel,purification,generalOrUnknown,Simulation
silverColorAndMetal,sincerity,heraldic,Simulation
silverColorAndMetal,theArchangelGabriel,generalOrUnknown,AssociationSimulation
silverColorAndMetal,theFemininePrinciple,generalOrUnknown,AssociationSimulation
silverColorAndMetal,theMoon,generalOrUnknown,AssociationSimulation
silverColorAndMetal,victory,heraldic,Simulation
silverColorAndMetal,virginity,generalOrUnknown,Simulation
silverColorAndMetal,wisdom,heraldic,Simulation
silverColorAndMetal,yin,chinese,Simulation
table,anAltar,generalOrUnknown,Simulation
takingAFishFromTheSea,christRescuingSoulsFromSin,christian,Simulation
tambourine,alsoOfHeraclesHerculesWhenDressedAsAWoman,grecoRoman,AttributeSimulation
tambourine,attributeVicePersonified,generalOrUnknown,Simulation
tattooOfADragonInThe19ThCentury,aSailorWhoHadBeenToChina,generalOrUnknown,Simulation
tattooOfAFullRiggedShip,a19ThCenturySailorWhoHadSailedAroundCapeHorn,generalOrUnknown,AttributeSimulation
tattooOfAFullRiggedShipOnA19ThCenturySailor,aVeteranOfSailingAroundCapeHorn,generalOrUnknown,Simulation
tabernacleInATent,worshipInOldTestamentTimes,jewish,Simulation
tabernacleOnAnAltar,theReservedHost,christian,Simulation
table,banquet,generalOrUnknown,Simulation
table,conference,generalOrUnknown,Simulation
tabletsOfDestiny,conferOmnipotence,sumeroSemitic,Simulation
tabletWithInk,allPossibilitiesInManifestation,islamic,Simulation
tabletWithTheNameOfAPerson,gavePowerOverThePerson,grecoRoman,Simulation
taboo,moralConsciousnessMoralCensorship,generalOrUnknown,Simulation
taboo,transferenceOfLawToConscience,generalOrUnknown,Simulation
tabret,ecstasyOfVictory,generalOrUnknown,Simulation
tabret,instrumentOfGoddessFeasts,generalOrUnknown,Simulation
taíno,lambdaSigmaUpsilon,heraldic,Simulation
talkingAndSingingBirds,amorousYearning,generalOrUnknown,Simulation
talkingBird,karshipta,persian,Simulation
talos,debasedEnergy,greek,Simulation
tambourine,jepthahSDaughterMiriam,jewish,AttributeSimulation
tambourine,occasionallyOfErato,grecoRoman,AttributeSimulation
tambourine,rejoicingInTheLord,generalOrUnknown,Simulation
tamedLion,theSubjugationOfVirility,generalOrUnknown,Simulation
tamedTiger,strengthAndValorInTheFightAgainstEvil,generalOrUnknown,Simulation
tamedTiger,theDefenseOfOrderAgainstChaos,generalOrUnknown,Simulation
tapestry,theSubconsciousMind,generalOrUnknown,Simulation
tapestry,visualRepresentationOfASoulJourney,generalOrUnknown,Simulation
tar,connectedWithSailorsAndShips,generalOrUnknown,Simulation
tar,sinThatCannotBeReadilyExpiated,generalOrUnknown,Simulation
tar,stickiness,generalOrUnknown,Simulation
tares,inners,christian,Simulation
tauCross,divinePowerAndRule,generalOrUnknown,Simulation
tauCross,earlyEgypt,egyptian,EmblematicSimulation
tauCross,passover,judaism,Simulation
tauCross,theAvenger,egyptian,Simulation
tauCross,theGrinder,egyptian,Simulation
tauCross,theHammer,egyptian,Simulation
tauCross,theHammerOfThunderGods,generalOrUnknown,Simulation
tauCross,theLifeToCome,generalOrUnknown,Simulation
tauCross,thePowerOfStormGods,norse,Simulation
tauCross,thorSHammer,norse,Simulation
tauCross,treeOfNourishment,mayan,Simulation
table,communion,christian,Simulation
table,theOperationOfGraceForTheGrantingOfThingsEarthly,jewish,Simulation
tableshapedAltar,theLastSupper,christian,Simulation
tabletsOfDestiny,marduk,sumeroSemitic,AttributeSimulation
tableWithShowbread,theDependenceOfManOnGodForSpiritualAndPhysicalFood,jewish,Simulation
tabret,religiousEcstasy,generalOrUnknown,Simulation
taegeuk,korea,generalOrUnknown,Simulation
taegeuk,southKorea,generalOrUnknown,Simulation
tallConicalBlackHat,witches,generalOrUnknown,AttributeSimulation
tallCross,stMatthias,christian,AttributeSimulation
tallCrossWithBookOrScroll,stPhilip,christian,AttributeSimulation
tallMonkInAStrawHat,raiden,japanese,Simulation
tallSunflower,haughtiness,flowerLanguage,Simulation
tallThinKnightOnAGauntHorse,donQuixote,spanish,Simulation
tallTree,aspiration,generalOrUnknown,Simulation
tambourine,orgies,grecoRoman,AssociationSimulation
tameWolf,stFrancisOfAssisi,christian,AttributeSimulation
taoistPriest,hanChungLi,chinese,Simulation
tapestry,theHigherSelf,generalOrUnknown,Simulation
tarantulaOrBlackWidowSpider,danger,generalOrUnknown,Simulation
tarantulaOrBlackWidowSpider,repulsiveness,generalOrUnknown,Simulation
tassel,friendliness,generalOrUnknown,Simulation
tassel,sunRay,generalOrUnknown,Simulation
tauColumn,stPhilip,christian,AttributeSimulation
table,fellowship,generalOrUnknown,Simulation
tambourine,rheaMythology,greek,Simulation
tabernacle,theCosmos,jewish,Simulation
tabernacle,theEucharist,christian,Simulation
tabernacle,theHolyOfHolies,jewish,Simulation
tabernacle,worldCenter,jewish,Simulation
tabernacle,worship,jewish,Simulation
table,conviviality,generalOrUnknown,Simulation
table,earth,generalOrUnknown,Simulation
table,hospitality,heraldic,Simulation
table,memory,generalOrUnknown,Simulation
table,theLastSupper,christian,Simulation
tambourine,attis,grecoRoman,AssociationSimulation
tambourine,cybele,grecoRoman,AssociationSimulation
tambourine,dionysusBacchus,grecoRoman,AssociationSimulation
tambourine,joy,generalOrUnknown,Simulation
tambourine,maenadsBacchantes,grecoRoman,AttributeSimulation
tambourine,ops,roman,Simulation
tar,blackness,generalOrUnknown,Simulation
sevenHeadedMace,battle,sumerian,Simulation
sevenLamps,theSevenGiftsOfTheHolySpirit,christian,Simulation
sevenRamSHorns,theFallOfJericho,jewish,Simulation
sevenRungedLadder,passageOfTheSoulThroughTheSevenHeavens,mithraic,Simulation
sevenStairsOfTheZiggurat,theSevenHeavens,sumerian,Simulation
sevenStars,internationalAssociationOfRebekahAssemblies,heraldic,Simulation
sevenStars,theSevenGiftsOfTheHolySpirit,christian,Simulation
tar,entrapment,generalOrUnknown,Simulation
tauCross,fertility,norse,Simulation
tauCross,hiddenWisdom,egyptian @ generalOrUnknown,Simulation
tauCross,life,generalOrUnknown,Simulation
tauCross,lightning,norse,Simulation
tauCross,regeneration,generalOrUnknown,Simulation
tauCross,stAnthonyTheGreat,christian,AttributeSimulation
tauCross,storm,norse,Simulation
tauCross,tammuz,babylonian,AttributeSimulation
tauCross,theArchangelLumiel,generalOrUnknown,AttributeSimulation
tauCross,theHellesponticSibyl,generalOrUnknown,EmblematicSimulation
tauCross,thunder,norse,Simulation
sparrowHawk,theSun,grecoRoman @ egyptian @ generalOrUnknown,AssociationSimulation @ Simulation
speckledBird,theLaw,jewish,Simulation
speckledBird,theWordOfGod,jewish,Simulation
spider,aggressiveness,generalOrUnknown,Simulation
spider,ambition,generalOrUnknown,Simulation
spider,avarice,generalOrUnknown,Simulation
tourmaline,friendships,generalOrUnknown,Simulation
tourmaline,business,generalOrUnknown,Simulation
tourmaline,popularity,generalOrUnknown,Simulation
thebes,khonsu,egyptian,Simulation
stayingLitBetween11AndMidnight,OneYearFreeFromWitchcraft,generalOrUnknown,Simulation
steppingOverBlood,avoidingContamination,generalOrUnknown,Simulation
stoleReligiousGarment,aSignOfOrdination,christian,Simulation
stork,adultery,britainAncient,Simulation
